league,year,home & away,scored,missed,result,wins,draws,loses,pts,team,date
Ligue_1,2015,h,1,2,l,0,0,1,0,Lille,
Ligue_1,2015,a,0,0,d,0,1,0,1,Lille,
Ligue_1,2015,h,1,1,d,0,1,0,1,Lille,
Ligue_1,2015,a,1,1,d,0,1,0,1,Lille,
Ligue_1,2015,a,0,2,l,0,0,1,0,Lille,
Ligue_1,2015,h,1,0,w,1,0,0,3,Lille,
Ligue_1,2015,a,2,1,w,1,0,0,3,Lille,
Ligue_1,2015,h,3,0,w,1,0,0,3,Lille,
Ligue_1,2015,a,1,1,d,0,1,0,1,Lille,
Ligue_1,2015,h,1,1,d,0,1,0,1,Lille,
Ligue_1,2015,a,0,1,l,0,0,1,0,Lille,
Ligue_1,2015,h,1,3,l,0,0,1,0,Lille,
Ligue_1,2015,a,1,1,d,0,1,0,1,Lille,
Ligue_1,2015,h,1,0,w,1,0,0,3,Lille,
Ligue_1,2015,h,1,1,d,0,1,0,1,Lille,
Ligue_1,2015,a,0,0,d,0,1,0,1,Lille,
Ligue_1,2015,h,1,0,w,1,0,0,3,Lille,
Ligue_1,2015,a,0,3,l,0,0,1,0,Lille,
Ligue_1,2015,h,2,0,w,1,0,0,3,Lille,
Ligue_1,2015,a,2,1,w,1,0,0,3,Lille,
Ligue_1,2015,h,1,0,w,1,0,0,3,Lille,
Ligue_1,2015,a,3,0,w,1,0,0,3,Lille,
Ligue_1,2015,h,4,1,w,1,0,0,3,Lille,
Ligue_1,2015,a,4,2,w,1,0,0,3,Lille,
Ligue_1,2015,h,0,0,d,0,1,0,1,Lille,
Ligue_1,2015,a,1,0,w,1,0,0,3,Lille,
Ligue_1,2015,h,0,0,d,0,1,0,1,Lille,
Ligue_1,2015,a,1,0,w,1,0,0,3,Lille,
Ligue_1,2015,a,1,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,2,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,1,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,3,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,2,2,d,0,1,0,1,Paris Saint Germain,
Ligue_1,2015,a,1,1,d,0,1,0,1,Paris Saint Germain,
Ligue_1,2015,h,3,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,4,1,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,2,1,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,2,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,4,1,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,1,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,5,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,2,1,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,4,1,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,0,0,d,0,1,0,1,Paris Saint Germain,
Ligue_1,2015,a,3,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,5,1,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,3,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,2,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,1,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,5,1,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,2,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,3,1,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,2,1,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,0,0,d,0,1,0,1,Paris Saint Germain,
Ligue_1,2015,h,4,1,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,1,2,l,0,0,1,0,Paris Saint Germain,
Ligue_1,2015,h,0,0,d,0,1,0,1,Paris Saint Germain,
Ligue_1,2015,a,9,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,0,2,l,0,0,1,0,Paris Saint Germain,
Ligue_1,2015,h,4,1,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,2,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,6,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,4,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,4,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,a,1,1,d,0,1,0,1,Paris Saint Germain,
Ligue_1,2015,h,4,0,w,1,0,0,3,Paris Saint Germain,
Ligue_1,2015,h,2,1,w,1,0,0,3,SC Bastia,
Ligue_1,2015,a,1,1,d,0,1,0,1,SC Bastia,
Ligue_1,2015,h,3,0,w,1,0,0,3,SC Bastia,
Ligue_1,2015,a,1,2,l,0,0,1,0,SC Bastia,
Ligue_1,2015,a,1,4,l,0,0,1,0,SC Bastia,
Ligue_1,2015,h,1,3,l,0,0,1,0,SC Bastia,
Ligue_1,2015,a,0,2,l,0,0,1,0,SC Bastia,
Ligue_1,2015,h,3,0,w,1,0,0,3,SC Bastia,
Ligue_1,2015,a,0,1,l,0,0,1,0,SC Bastia,
Ligue_1,2015,h,0,2,l,0,0,1,0,SC Bastia,
Ligue_1,2015,a,0,2,l,0,0,1,0,SC Bastia,
Ligue_1,2015,h,1,0,w,1,0,0,3,SC Bastia,
Ligue_1,2015,a,1,1,d,0,1,0,1,SC Bastia,
Ligue_1,2015,h,1,2,l,0,0,1,0,SC Bastia,
Ligue_1,2015,a,0,0,d,0,1,0,1,SC Bastia,
Ligue_1,2015,h,1,0,w,1,0,0,3,SC Bastia,
Ligue_1,2015,h,1,2,l,0,0,1,0,SC Bastia,
Ligue_1,2015,a,1,1,d,0,1,0,1,SC Bastia,
Ligue_1,2015,h,2,0,w,1,0,0,3,SC Bastia,
Ligue_1,2015,a,0,2,l,0,0,1,0,SC Bastia,
Ligue_1,2015,h,1,0,w,1,0,0,3,SC Bastia,
Ligue_1,2015,a,0,1,l,0,0,1,0,SC Bastia,
Ligue_1,2015,h,1,0,w,1,0,0,3,SC Bastia,
Ligue_1,2015,a,0,2,l,0,0,1,0,SC Bastia,
Ligue_1,2015,h,2,0,w,1,0,0,3,SC Bastia,
Ligue_1,2015,a,1,0,w,1,0,0,3,SC Bastia,
Ligue_1,2015,a,2,0,w,1,0,0,3,SC Bastia,
Ligue_1,2015,h,0,0,d,0,1,0,1,SC Bastia,
Ligue_1,2015,h,0,0,d,0,1,0,1,SC Bastia,
Ligue_1,2015,h,1,2,l,0,0,1,0,SC Bastia,
Ligue_1,2015,a,1,1,d,0,1,0,1,SC Bastia,
Ligue_1,2015,h,2,1,w,1,0,0,3,SC Bastia,
Ligue_1,2015,a,0,4,l,0,0,1,0,SC Bastia,
Ligue_1,2015,h,0,1,l,0,0,1,0,SC Bastia,
Ligue_1,2015,a,2,3,l,0,0,1,0,SC Bastia,
Ligue_1,2015,a,0,0,d,0,1,0,1,SC Bastia,
Ligue_1,2015,h,1,0,w,1,0,0,3,SC Bastia,
Ligue_1,2015,a,2,1,w,1,0,0,3,SC Bastia,
Ligue_1,2015,a,1,2,l,0,0,1,0,Rennes,
Ligue_1,2015,h,1,0,w,1,0,0,3,Rennes,
Ligue_1,2015,a,2,1,w,1,0,0,3,Rennes,
Ligue_1,2015,h,3,1,w,1,0,0,3,Rennes,
Ligue_1,2015,a,2,0,w,1,0,0,3,Rennes,
Ligue_1,2015,h,1,1,d,0,1,0,1,Rennes,
Ligue_1,2015,a,1,1,d,0,1,0,1,Rennes,
Ligue_1,2015,h,1,1,d,0,1,0,1,Rennes,
Ligue_1,2015,a,1,1,d,0,1,0,1,Rennes,
Ligue_1,2015,h,1,4,l,0,0,1,0,Rennes,
Ligue_1,2015,a,1,1,d,0,1,0,1,Rennes,
Ligue_1,2015,h,0,1,l,0,0,1,0,Rennes,
Ligue_1,2015,a,2,0,w,1,0,0,3,Rennes,
Ligue_1,2015,h,2,2,d,0,1,0,1,Rennes,
Ligue_1,2015,a,2,2,d,0,1,0,1,Rennes,
Ligue_1,2015,h,0,1,l,0,0,1,0,Rennes,
Ligue_1,2015,a,1,1,d,0,1,0,1,Rennes,
Ligue_1,2015,h,1,1,d,0,1,0,1,Rennes,
Ligue_1,2015,a,2,0,w,1,0,0,3,Rennes,
Ligue_1,2015,h,2,2,d,0,1,0,1,Rennes,
Ligue_1,2015,a,4,2,w,1,0,0,3,Rennes,
Ligue_1,2015,h,1,0,w,1,0,0,3,Rennes,
Ligue_1,2015,a,0,4,l,0,0,1,0,Rennes,
Ligue_1,2015,h,0,1,l,0,0,1,0,Rennes,
Ligue_1,2015,a,1,1,d,0,1,0,1,Rennes,
Ligue_1,2015,h,1,0,w,1,0,0,3,Rennes,
Ligue_1,2015,a,0,1,l,0,0,1,0,Rennes,
Ligue_1,2015,a,2,1,w,1,0,0,3,Rennes,
Ligue_1,2015,h,4,1,w,1,0,0,3,Rennes,
Ligue_1,2015,h,2,2,d,0,1,0,1,Rennes,
Ligue_1,2015,a,5,2,w,1,0,0,3,Rennes,
Ligue_1,2015,h,3,1,w,1,0,0,3,Rennes,
Ligue_1,2015,a,0,3,l,0,0,1,0,Rennes,
Ligue_1,2015,h,0,3,l,0,0,1,0,Rennes,
Ligue_1,2015,h,1,1,d,0,1,0,1,Rennes,
Ligue_1,2015,a,0,4,l,0,0,1,0,Rennes,
Ligue_1,2015,a,0,2,l,0,0,1,0,Rennes,
Ligue_1,2015,h,1,2,l,0,0,1,0,Rennes,
Ligue_1,2015,h,0,1,l,0,0,1,0,Marseille,
Ligue_1,2015,a,0,1,l,0,0,1,0,Marseille,
Ligue_1,2015,h,6,0,w,1,0,0,3,Marseille,
Ligue_1,2015,a,0,2,l,0,0,1,0,Marseille,
Ligue_1,2015,h,4,1,w,1,0,0,3,Marseille,
Ligue_1,2015,h,1,1,d,0,1,0,1,Marseille,
Ligue_1,2015,a,1,1,d,0,1,0,1,Marseille,
Ligue_1,2015,h,1,2,l,0,0,1,0,Marseille,
Ligue_1,2015,a,1,2,l,0,0,1,0,Marseille,
Ligue_1,2015,h,1,1,d,0,1,0,1,Marseille,
Ligue_1,2015,a,2,1,w,1,0,0,3,Marseille,
Ligue_1,2015,a,1,0,w,1,0,0,3,Marseille,
Ligue_1,2015,h,0,1,l,0,0,1,0,Marseille,
Ligue_1,2015,a,2,0,w,1,0,0,3,Marseille,
Ligue_1,2015,h,3,3,d,0,1,0,1,Marseille,
Ligue_1,2015,a,1,0,w,1,0,0,3,Marseille,
Ligue_1,2015,h,2,2,d,0,1,0,1,Marseille,
Ligue_1,2015,h,1,1,d,0,1,0,1,Marseille,
Ligue_1,2015,a,1,1,d,0,1,0,1,Marseille,
Ligue_1,2015,h,0,0,d,0,1,0,1,Marseille,
Ligue_1,2015,a,3,1,w,1,0,0,3,Marseille,
Ligue_1,2015,a,1,1,d,0,1,0,1,Marseille,
Ligue_1,2015,h,1,1,d,0,1,0,1,Marseille,
Ligue_1,2015,a,1,0,w,1,0,0,3,Marseille,
Ligue_1,2015,h,1,2,l,0,0,1,0,Marseille,
Ligue_1,2015,a,1,1,d,0,1,0,1,Marseille,
Ligue_1,2015,h,1,1,d,0,1,0,1,Marseille,
Ligue_1,2015,h,1,1,d,0,1,0,1,Marseille,
Ligue_1,2015,a,1,1,d,0,1,0,1,Marseille,
Ligue_1,2015,a,1,1,d,0,1,0,1,Marseille,
Ligue_1,2015,h,2,5,l,0,0,1,0,Marseille,
Ligue_1,2015,a,1,2,l,0,0,1,0,Marseille,
Ligue_1,2015,h,0,0,d,0,1,0,1,Marseille,
Ligue_1,2015,a,1,2,l,0,0,1,0,Marseille,
Ligue_1,2015,h,1,1,d,0,1,0,1,Marseille,
Ligue_1,2015,a,1,0,w,1,0,0,3,Marseille,
Ligue_1,2015,h,1,0,w,1,0,0,3,Marseille,
Ligue_1,2015,a,1,1,d,0,1,0,1,Marseille,
Ligue_1,2015,a,1,0,w,1,0,0,3,Caen,
Ligue_1,2015,h,1,0,w,1,0,0,3,Caen,
Ligue_1,2015,a,1,2,l,0,0,1,0,Caen,
Ligue_1,2015,h,0,4,l,0,0,1,0,Caen,
Ligue_1,2015,a,3,1,w,1,0,0,3,Caen,
Ligue_1,2015,h,2,1,w,1,0,0,3,Caen,
Ligue_1,2015,a,0,2,l,0,0,1,0,Caen,
Ligue_1,2015,h,2,0,w,1,0,0,3,Caen,
Ligue_1,2015,h,1,0,w,1,0,0,3,Caen,
Ligue_1,2015,a,1,0,w,1,0,0,3,Caen,
Ligue_1,2015,h,0,2,l,0,0,1,0,Caen,
Ligue_1,2015,a,0,1,l,0,0,1,0,Caen,
Ligue_1,2015,h,2,1,w,1,0,0,3,Caen,
Ligue_1,2015,h,0,0,d,0,1,0,1,Caen,
Ligue_1,2015,a,4,1,w,1,0,0,3,Caen,
Ligue_1,2015,a,1,1,d,0,1,0,1,Caen,
Ligue_1,2015,h,1,2,l,0,0,1,0,Caen,
Ligue_1,2015,a,1,1,d,0,1,0,1,Caen,
Ligue_1,2015,h,0,3,l,0,0,1,0,Caen,
Ligue_1,2015,a,0,2,l,0,0,1,0,Caen,
Ligue_1,2015,h,1,3,l,0,0,1,0,Caen,
Ligue_1,2015,a,2,1,w,1,0,0,3,Caen,
Ligue_1,2015,h,2,0,w,1,0,0,3,Caen,
Ligue_1,2015,a,0,1,l,0,0,1,0,Caen,
Ligue_1,2015,h,0,2,l,0,0,1,0,Caen,
Ligue_1,2015,a,1,4,l,0,0,1,0,Caen,
Ligue_1,2015,h,1,0,w,1,0,0,3,Caen,
Ligue_1,2015,a,2,1,w,1,0,0,3,Caen,
Ligue_1,2015,h,2,2,d,0,1,0,1,Caen,
Ligue_1,2015,a,0,1,l,0,0,1,0,Caen,
Ligue_1,2015,h,2,1,w,1,0,0,3,Caen,
Ligue_1,2015,a,0,2,l,0,0,1,0,Caen,
Ligue_1,2015,h,1,2,l,0,0,1,0,Caen,
Ligue_1,2015,a,0,6,l,0,0,1,0,Caen,
Ligue_1,2015,a,1,1,d,0,1,0,1,Caen,
Ligue_1,2015,h,0,0,d,0,1,0,1,Caen,
Ligue_1,2015,a,2,1,w,1,0,0,3,Caen,
Ligue_1,2015,h,1,0,w,1,0,0,3,Caen,
Ligue_1,2015,h,0,2,l,0,0,1,0,Montpellier,
Ligue_1,2015,a,0,1,l,0,0,1,0,Montpellier,
Ligue_1,2015,h,0,1,l,0,0,1,0,Montpellier,
Ligue_1,2015,a,0,0,d,0,1,0,1,Montpellier,
Ligue_1,2015,h,1,2,l,0,0,1,0,Montpellier,
Ligue_1,2015,a,1,2,l,0,0,1,0,Montpellier,
Ligue_1,2015,h,2,3,l,0,0,1,0,Montpellier,
Ligue_1,2015,h,2,1,w,1,0,0,3,Montpellier,
Ligue_1,2015,a,0,2,l,0,0,1,0,Montpellier,
Ligue_1,2015,a,0,0,d,0,1,0,1,Montpellier,
Ligue_1,2015,h,2,0,w,1,0,0,3,Montpellier,
Ligue_1,2015,a,1,1,d,0,1,0,1,Montpellier,
Ligue_1,2015,h,2,1,w,1,0,0,3,Montpellier,
Ligue_1,2015,h,3,1,w,1,0,0,3,Montpellier,
Ligue_1,2015,a,4,2,w,1,0,0,3,Montpellier,
Ligue_1,2015,h,0,2,l,0,0,1,0,Montpellier,
Ligue_1,2015,a,2,2,d,0,1,0,1,Montpellier,
Ligue_1,2015,h,2,1,w,1,0,0,3,Montpellier,
Ligue_1,2015,a,0,1,l,0,0,1,0,Montpellier,
Ligue_1,2015,h,0,1,l,0,0,1,0,Montpellier,
Ligue_1,2015,a,0,1,l,0,0,1,0,Montpellier,
Ligue_1,2015,h,1,2,l,0,0,1,0,Montpellier,
Ligue_1,2015,a,4,0,w,1,0,0,3,Montpellier,
Ligue_1,2015,h,0,1,l,0,0,1,0,Montpellier,
Ligue_1,2015,a,1,1,d,0,1,0,1,Montpellier,
Ligue_1,2015,h,2,0,w,1,0,0,3,Montpellier,
Ligue_1,2015,a,3,2,w,1,0,0,3,Montpellier,
Ligue_1,2015,h,3,0,w,1,0,0,3,Montpellier,
Ligue_1,2015,a,0,0,d,0,1,0,1,Montpellier,
Ligue_1,2015,h,0,2,l,0,0,1,0,Montpellier,
Ligue_1,2015,a,0,3,l,0,0,1,0,Montpellier,
Ligue_1,2015,a,2,2,d,0,1,0,1,Montpellier,
Ligue_1,2015,h,0,2,l,0,0,1,0,Montpellier,
Ligue_1,2015,a,2,0,w,1,0,0,3,Montpellier,
Ligue_1,2015,h,4,1,w,1,0,0,3,Montpellier,
Ligue_1,2015,a,3,2,w,1,0,0,3,Montpellier,
Ligue_1,2015,h,2,0,w,1,0,0,3,Montpellier,
Ligue_1,2015,a,0,2,l,0,0,1,0,Montpellier,
Ligue_1,2015,a,2,0,w,1,0,0,3,Angers,
Ligue_1,2015,h,0,0,d,0,1,0,1,Angers,
Ligue_1,2015,a,2,0,w,1,0,0,3,Angers,
Ligue_1,2015,h,1,1,d,0,1,0,1,Angers,
Ligue_1,2015,a,1,3,l,0,0,1,0,Angers,
Ligue_1,2015,h,1,0,w,1,0,0,3,Angers,
Ligue_1,2015,h,0,0,d,0,1,0,1,Angers,
Ligue_1,2015,a,2,1,w,1,0,0,3,Angers,
Ligue_1,2015,h,1,0,w,1,0,0,3,Angers,
Ligue_1,2015,a,2,1,w,1,0,0,3,Angers,
Ligue_1,2015,h,0,0,d,0,1,0,1,Angers,
Ligue_1,2015,a,0,1,l,0,0,1,0,Angers,
Ligue_1,2015,h,0,2,l,0,0,1,0,Angers,
Ligue_1,2015,a,0,0,d,0,1,0,1,Angers,
Ligue_1,2015,h,2,0,w,1,0,0,3,Angers,
Ligue_1,2015,h,0,0,d,0,1,0,1,Angers,
Ligue_1,2015,a,2,0,w,1,0,0,3,Angers,
Ligue_1,2015,h,1,1,d,0,1,0,1,Angers,
Ligue_1,2015,a,0,1,l,0,0,1,0,Angers,
Ligue_1,2015,h,2,0,w,1,0,0,3,Angers,
Ligue_1,2015,a,1,2,l,0,0,1,0,Angers,
Ligue_1,2015,a,1,5,l,0,0,1,0,Angers,
Ligue_1,2015,h,3,0,w,1,0,0,3,Angers,
Ligue_1,2015,a,1,2,l,0,0,1,0,Angers,
Ligue_1,2015,h,0,3,l,0,0,1,0,Angers,
Ligue_1,2015,a,0,1,l,0,0,1,0,Angers,
Ligue_1,2015,h,2,3,l,0,0,1,0,Angers,
Ligue_1,2015,a,2,2,d,0,1,0,1,Angers,
Ligue_1,2015,h,0,0,d,0,1,0,1,Angers,
Ligue_1,2015,a,0,2,l,0,0,1,0,Angers,
Ligue_1,2015,h,5,1,w,1,0,0,3,Angers,
Ligue_1,2015,a,1,0,w,1,0,0,3,Angers,
Ligue_1,2015,h,0,0,d,0,1,0,1,Angers,
Ligue_1,2015,a,3,1,w,1,0,0,3,Angers,
Ligue_1,2015,a,0,0,d,0,1,0,1,Angers,
Ligue_1,2015,h,0,1,l,0,0,1,0,Angers,
Ligue_1,2015,a,0,1,l,0,0,1,0,Angers,
Ligue_1,2015,h,2,3,l,0,0,1,0,Angers,
Ligue_1,2015,h,1,0,w,1,0,0,3,Nantes,
Ligue_1,2015,a,0,0,d,0,1,0,1,Nantes,
Ligue_1,2015,h,1,0,w,1,0,0,3,Nantes,
Ligue_1,2015,a,0,2,l,0,0,1,0,Nantes,
Ligue_1,2015,h,0,2,l,0,0,1,0,Nantes,
Ligue_1,2015,a,0,2,l,0,0,1,0,Nantes,
Ligue_1,2015,h,1,4,l,0,0,1,0,Nantes,
Ligue_1,2015,a,1,0,w,1,0,0,3,Nantes,
Ligue_1,2015,h,3,0,w,1,0,0,3,Nantes,
Ligue_1,2015,a,2,0,w,1,0,0,3,Nantes,
Ligue_1,2015,h,0,1,l,0,0,1,0,Nantes,
Ligue_1,2015,a,2,1,w,1,0,0,3,Nantes,
Ligue_1,2015,a,1,2,l,0,0,1,0,Nantes,
Ligue_1,2015,a,0,1,l,0,0,1,0,Nantes,
Ligue_1,2015,h,0,0,d,0,1,0,1,Nantes,
Ligue_1,2015,h,0,0,d,0,1,0,1,Nantes,
Ligue_1,2015,a,1,1,d,0,1,0,1,Nantes,
Ligue_1,2015,h,1,1,d,0,1,0,1,Nantes,
Ligue_1,2015,a,0,0,d,0,1,0,1,Nantes,
Ligue_1,2015,h,2,1,w,1,0,0,3,Nantes,
Ligue_1,2015,a,2,2,d,0,1,0,1,Nantes,
Ligue_1,2015,h,2,2,d,0,1,0,1,Nantes,
Ligue_1,2015,a,1,0,w,1,0,0,3,Nantes,
Ligue_1,2015,h,3,1,w,1,0,0,3,Nantes,
Ligue_1,2015,a,0,0,d,0,1,0,1,Nantes,
Ligue_1,2015,h,2,1,w,1,0,0,3,Nantes,
Ligue_1,2015,h,0,0,d,0,1,0,1,Nantes,
Ligue_1,2015,a,1,4,l,0,0,1,0,Nantes,
Ligue_1,2015,a,0,0,d,0,1,0,1,Nantes,
Ligue_1,2015,h,2,0,w,1,0,0,3,Nantes,
Ligue_1,2015,a,0,2,l,0,0,1,0,Nantes,
Ligue_1,2015,h,0,3,l,0,0,1,0,Nantes,
Ligue_1,2015,a,1,2,l,0,0,1,0,Nantes,
Ligue_1,2015,h,0,2,l,0,0,1,0,Nantes,
Ligue_1,2015,a,1,1,d,0,1,0,1,Nantes,
Ligue_1,2015,h,1,0,w,1,0,0,3,Nantes,
Ligue_1,2015,h,1,2,l,0,0,1,0,Nantes,
Ligue_1,2015,a,0,4,l,0,0,1,0,Nantes,
Ligue_1,2015,a,0,1,l,0,0,1,0,Guingamp,
Ligue_1,2015,h,0,1,l,0,0,1,0,Guingamp,
Ligue_1,2015,a,0,3,l,0,0,1,0,Guingamp,
Ligue_1,2015,h,2,0,w,1,0,0,3,Guingamp,
Ligue_1,2015,a,1,0,w,1,0,0,3,Guingamp,
Ligue_1,2015,h,2,1,w,1,0,0,3,Guingamp,
Ligue_1,2015,a,0,3,l,0,0,1,0,Guingamp,
Ligue_1,2015,h,3,3,d,0,1,0,1,Guingamp,
Ligue_1,2015,a,1,0,w,1,0,0,3,Guingamp,
Ligue_1,2015,h,1,1,d,0,1,0,1,Guingamp,
Ligue_1,2015,a,0,0,d,0,1,0,1,Guingamp,
Ligue_1,2015,h,2,2,d,0,1,0,1,Guingamp,
Ligue_1,2015,a,1,2,l,0,0,1,0,Guingamp,
Ligue_1,2015,h,2,0,w,1,0,0,3,Guingamp,
Ligue_1,2015,a,0,3,l,0,0,1,0,Guingamp,
Ligue_1,2015,h,1,2,l,0,0,1,0,Guingamp,
Ligue_1,2015,a,0,1,l,0,0,1,0,Guingamp,
Ligue_1,2015,a,1,2,l,0,0,1,0,Guingamp,
Ligue_1,2015,h,0,2,l,0,0,1,0,Guingamp,
Ligue_1,2015,a,0,0,d,0,1,0,1,Guingamp,
Ligue_1,2015,h,2,2,d,0,1,0,1,Guingamp,
Ligue_1,2015,h,1,0,w,1,0,0,3,Guingamp,
Ligue_1,2015,a,2,1,w,1,0,0,3,Guingamp,
Ligue_1,2015,h,4,0,w,1,0,0,3,Guingamp,
Ligue_1,2015,a,0,0,d,0,1,0,1,Guingamp,
Ligue_1,2015,h,2,4,l,0,0,1,0,Guingamp,
Ligue_1,2015,a,3,4,l,0,0,1,0,Guingamp,
Ligue_1,2015,h,2,2,d,0,1,0,1,Guingamp,
Ligue_1,2015,a,1,5,l,0,0,1,0,Guingamp,
Ligue_1,2015,h,2,0,w,1,0,0,3,Guingamp,
Ligue_1,2015,a,1,0,w,1,0,0,3,Guingamp,
Ligue_1,2015,h,2,2,d,0,1,0,1,Guingamp,
Ligue_1,2015,h,0,2,l,0,0,1,0,Guingamp,
Ligue_1,2015,a,3,0,w,1,0,0,3,Guingamp,
Ligue_1,2015,h,1,1,d,0,1,0,1,Guingamp,
Ligue_1,2015,a,2,3,l,0,0,1,0,Guingamp,
Ligue_1,2015,a,0,0,d,0,1,0,1,Guingamp,
Ligue_1,2015,h,2,3,l,0,0,1,0,Guingamp,
Ligue_1,2015,h,1,2,l,0,0,1,0,Nice,
Ligue_1,2015,a,3,3,d,0,1,0,1,Nice,
Ligue_1,2015,h,2,1,w,1,0,0,3,Nice,
Ligue_1,2015,a,1,1,d,0,1,0,1,Nice,
Ligue_1,2015,h,0,1,l,0,0,1,0,Nice,
Ligue_1,2015,a,3,1,w,1,0,0,3,Nice,
Ligue_1,2015,h,6,1,w,1,0,0,3,Nice,
Ligue_1,2015,a,4,1,w,1,0,0,3,Nice,
Ligue_1,2015,a,4,1,w,1,0,0,3,Nice,
Ligue_1,2015,a,1,3,l,0,0,1,0,Nice,
Ligue_1,2015,h,0,0,d,0,1,0,1,Nice,
Ligue_1,2015,h,1,2,l,0,0,1,0,Nice,
Ligue_1,2015,a,1,0,w,1,0,0,3,Nice,
Ligue_1,2015,h,3,0,w,1,0,0,3,Nice,
Ligue_1,2015,a,0,2,l,0,0,1,0,Nice,
Ligue_1,2015,a,0,0,d,0,1,0,1,Nice,
Ligue_1,2015,h,0,3,l,0,0,1,0,Nice,
Ligue_1,2015,a,1,1,d,0,1,0,1,Nice,
Ligue_1,2015,h,1,0,w,1,0,0,3,Nice,
Ligue_1,2015,a,1,1,d,0,1,0,1,Nice,
Ligue_1,2015,h,2,1,w,1,0,0,3,Nice,
Ligue_1,2015,h,2,1,w,1,0,0,3,Nice,
Ligue_1,2015,a,0,2,l,0,0,1,0,Nice,
Ligue_1,2015,h,1,0,w,1,0,0,3,Nice,
Ligue_1,2015,a,0,1,l,0,0,1,0,Nice,
Ligue_1,2015,h,1,1,d,0,1,0,1,Nice,
Ligue_1,2015,a,0,0,d,0,1,0,1,Nice,
Ligue_1,2015,h,0,2,l,0,0,1,0,Nice,
Ligue_1,2015,h,2,1,w,1,0,0,3,Nice,
Ligue_1,2015,a,2,0,w,1,0,0,3,Nice,
Ligue_1,2015,h,3,0,w,1,0,0,3,Nice,
Ligue_1,2015,a,1,4,l,0,0,1,0,Nice,
Ligue_1,2015,h,3,0,w,1,0,0,3,Nice,
Ligue_1,2015,a,1,1,d,0,1,0,1,Nice,
Ligue_1,2015,h,2,0,w,1,0,0,3,Nice,
Ligue_1,2015,a,0,1,l,0,0,1,0,Nice,
Ligue_1,2015,h,2,0,w,1,0,0,3,Nice,
Ligue_1,2015,a,3,2,w,1,0,0,3,Nice,
Ligue_1,2015,a,2,1,w,1,0,0,3,Monaco,
Ligue_1,2015,h,0,0,d,0,1,0,1,Monaco,
Ligue_1,2015,a,1,1,d,0,1,0,1,Monaco,
Ligue_1,2015,h,0,3,l,0,0,1,0,Monaco,
Ligue_1,2015,a,1,0,w,1,0,0,3,Monaco,
Ligue_1,2015,h,2,3,l,0,0,1,0,Monaco,
Ligue_1,2015,a,3,2,w,1,0,0,3,Monaco,
Ligue_1,2015,a,3,3,d,0,1,0,1,Monaco,
Ligue_1,2015,h,1,1,d,0,1,0,1,Monaco,
Ligue_1,2015,h,1,1,d,0,1,0,1,Monaco,
Ligue_1,2015,a,1,0,w,1,0,0,3,Monaco,
Ligue_1,2015,h,1,0,w,1,0,0,3,Monaco,
Ligue_1,2015,a,1,3,l,0,0,1,0,Monaco,
Ligue_1,2015,h,1,0,w,1,0,0,3,Monaco,
Ligue_1,2015,a,3,3,d,0,1,0,1,Monaco,
Ligue_1,2015,h,1,1,d,0,1,0,1,Monaco,
Ligue_1,2015,a,2,1,w,1,0,0,3,Monaco,
Ligue_1,2015,h,1,0,w,1,0,0,3,Monaco,
Ligue_1,2015,a,0,0,d,0,1,0,1,Monaco,
Ligue_1,2015,h,2,2,d,0,1,0,1,Monaco,
Ligue_1,2015,a,2,0,w,1,0,0,3,Monaco,
Ligue_1,2015,h,4,0,w,1,0,0,3,Monaco,
